ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,defensive_multiplier,defensive_bucket,defensive_notes,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
MLYS,66,49.82,0.8639,0.0691,0.6287,-0.324636,2,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,none,late,mid,True,61.47,60,0.0849,50.00,50.00,0,64.20,5,Orbimed Advisors; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,57.00,LOW,MODERATE,23.68,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.7
IDYA,67,49.78,0.8405,0.0672,0.3864,-0.104068,3,1.00,neutral,,none,mid,mid,True,41.99,60,-0.0593,50.00,50.00,0,63.00,5,Baker Bros Advisors; Deerfield Management; Redmile Group; Sofinnova Investments; Tang Capital Partners,68.00,LOW,MODERATE,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83000,0.95,0.95,0.45,0.7
QURE,68,49.69,1.2853,0.1028,1.3016,-0.640878,1,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,none,early,small,True,7.25,60,-0.3084,50.00,50.00,0,70.00,5,EcoR1 Capital; Perceptive Advisors; RA Capital Management; RTW Investments; Sofinnova Investments,48.00,MEDIUM,LOW,71.67,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
PTCT,69,49.58,0.8289,0.0663,0.3495,-0.115652,2,1.00,neutral,,none,late,mid,True,54.00,60,0.0296,50.00,50.00,0,54.29,9,Palo Alto Investors; RTW Investments; Sectoral Asset Management; Sofinnova Investments; Tang Capital Partners,79.00,MEDIUM,MODERATE,87.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
BBOT,70,49.53,0.8174,0.0654,0.7251,-0.008740,1,1.00,neutral,def_skip_not_elite_vol,none,early,small,True,44.79,60,-0.0386,50.00,50.00,0,50.00,0,,47.00,LOW,LOW,21.67,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,52.0,concentrated,0.80000,0.95,0.85,0.45,0.7
NBIX,71,49.34,0.8061,0.0645,0.3467,-0.139690,2,1.00,neutral,,none,late,large,True,13.00,60,-0.2597,73.80,78.40,89.14,74.80,11,Deerfield Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sectoral Asset Management; Tang Capital Partners,60.00,LOW,LOW,46.43,ev_cfo,0.8000,38.30,strong,Takeda,71.0,BTD; ODD,75.0,uncrowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
ALDX,72,49.12,0.9248,0.074,0.930493,-0.008945,2,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,none,late,small,True,28.06,60,-0.1539,50.00,50.00,0,58.00,2,Palo Alto Investors; Perceptive Advisors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,84.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
RIGL,73,49.12,0.9124,0.073,0.9981,-0.269035,2,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,none,late,small,True,35.68,60,-0.1061,50.00,50.00,0,51.00,1,Opaleye Management,57.00,MEDIUM,MODERATE,82.14,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
EXEL,74,48.79,0.7837,0.0627,0.4304,-0.0824,2,1.00,neutral,def_skip_not_elite_vol,none,late,large,True,30.73,60,-0.1428,57.52,42.15,6.29,51.43,5,Krensavage Asset Management,65.00,LOW,MODERATE,62.14,ev_cfo,0.8000,50,unknown,,73.0,FT; BTD; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.80000,0.95,0.95,0.30,0.7
ZYME,75,48.76,0.7726,0.0618,0.7975,-0.186821,1,1.00,neutral,def_skip_vol_too_high,none,early,small,True,61.98,60,0.0888,50.00,50.00,0,69.70,10,Acuta Capital Partners; EcoR1 Capital; Opaleye Management; Perceptive Advisors; Redmile Group; Samsara BioCapital; Tang Capital Partners,76.00,LOW,LOW,11.67,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,60.0,focused,0.83000,0.95,0.95,0.45,0.7
SYRE,76,48.64,0.7617,0.0609,0.5829,-0.049625,3,1.00,neutral,,none,mid,mid,True,92.75,60,0.3086,80.00,71.67,52.22,62.00,6,Baker Bros Advisors; Deerfield Management; Opaleye Management; Perceptive Advisors; RTW Investments; Tang Capital Partners,73.00,MEDIUM,MODERATE,17.80,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.87500,0.95,0.95,0.65,0.7
TRDA,77,48.43,0.74,0.0592,0.5606,-0.064902,1,1.00,neutral,def_skip_vol_too_high,none,early,small,True,92.75,60,0.4166,50.00,50.00,0,49.00,1,Baker Bros Advisors,68.00,LOW,LOW,45.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.80500,0.95,0.85,0.45,0.7
SNY,78,47.95,-0.0163,-0.0013,0.194,-0.092663,2,1.4000,elite,def_mult_elite_1.40,none,late,large,True,11.21,60,-0.2722,50.00,50.00,0,54.29,3,Krensavage Asset Management,38.00,LOW,LOW,74.75,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.7
AGIO,79,47.83,0.7948,0.0636,1.0519,-0.365355,2,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,none,late,small,True,7.25,60,-0.4229,50.00,50.00,0,61.60,6,Baker Bros Advisors; Palo Alto Investors; Rock Springs Capital Management,48.00,LOW,LOW,59.94,mcap_per_trial,0.8000,50,unknown,,73.0,FT; BTD; ODD,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
REGN,80,47.74,0.4382,0.0351,0.388,-0.050500,2,1.1000,good,def_mult_good_1.10,none,late,large,True,45.85,60,-0.0308,50.00,41.34,21.14,57.00,9,Krensavage Asset Management; Rock Springs Capital Management; Sectoral Asset Management; Suvretta Capital Management; Tang Capital Partners,75.00,LOW,LOW,63.57,ev_cfo,0.8000,50,unknown,,71.0,BTD; ODD,75.0,uncrowded,86.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.7
TARS,81,47.52,0.8759,0.0701,0.4256,-0.201673,1,0.9500,penalty,def_mult_momentum_penalty_0.95,none,early,mid,True,22.77,60,-0.1911,50.00,50.00,0,66.00,6,Ally Bridge Group; Cormorant Asset Management; Orbimed Advisors; RTW Investments; Rock Springs Capital Management; Tang Capital Partners,86.00,LOW,MODERATE,38.12,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,68.0,diversified,0.83500,0.95,0.95,0.45,0.7
INDV,82,47.48,0.6977,0.0558,0.4169,-0.056421,1,1.00,neutral,def_skip_not_elite_vol,none,early,mid,True,47.30,60,-0.0200,50.00,50.00,0,50.00,0,,48.00,LOW,LOW,59.29,ev_cfo,0.8000,50,unknown,,50,,90.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
ABCL,83,47.33,0.5873,0.047,0.7022,-0.281081,1,1.0500,neutral,def_mult_momentum_bonus_1.05,none,early,small,True,7.25,60,-0.3638,50.00,50.00,0,53.00,2,Baker Bros Advisors; Tang Capital Partners,80.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,90.0,highly_crowded,46.0,concentrated,0.74500,0.95,0.85,0.45,0.7
AMPH,84,47.18,0.6874,0.055,0.4149,-0.114966,2,1.00,neutral,def_skip_not_elite_vol,none,late,small,True,21.43,60,-0.2005,50.00,50.00,0,50.00,0,,61.00,MEDIUM,MODERATE,76.43,ev_cfo,0.8000,50,unknown,,50,,80.0,crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
AMLX,85,47.05,0.5489,0.0439,0.6469,-0.127364,2,1.0500,neutral,def_mult_momentum_bonus_1.05,none,late,small,True,67.57,60,0.1302,63.40,49.41,16.78,75.00,7,Acuta Capital Partners; Ally Bridge Group; Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; Rock Springs Capital Management; Tang Capital Partners,65.00,LOW,MODERATE,42.40,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.7
ALLO,86,46.91,0.6771,0.0542,0.7420,-0.151163,2,1.00,neutral,,none,late,small,True,52.16,60,0.0160,50.00,50.00,0,50.00,0,,57.00,LOW,LOW,89.18,mcap_per_trial,0.8000,50,unknown,,71.2,FT; RMAT; ODD,100.0,highly_crowded,84.0,diversified,0.83000,0.95,0.95,0.45,0.7
AXSM,87,46.75,0.5207,0.0417,0.5091,-0.019725,2,1.0500,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05,none,late,mid,True,75.58,60,0.1795,73.70,65.42,46.10,59.90,6,Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; RTW Investments; Sofinnova Investments,75.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,67.0,FT; BTD,90.0,moderate,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
CAI,88,46.64,0.6668,0.0533,0.5606,-0.165811,2,1.00,neutral,def_skip_not_elite_vol,none,late,mid,True,7.25,60,-0.3412,92.32,94.62,100.00,60.70,6,Perceptive Advisors; Rock Springs Capital Management,57.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
CLDX,89,46.57,0.6567,0.0525,0.4801,-0.157383,2,1.00,neutral,,none,late,small,True,24.33,60,-0.1801,63.40,49.41,16.78,64.30,7,Baker Bros Advisors; Deep Track Capital; Rock Springs Capital Management,77.00,LOW,MODERATE,75.73,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
IRON,90,46.52,0.3937,0.0315,0.4392,-0.141539,2,1.1000,good,def_mult_good_1.10,none,late,mid,True,31.26,60,-0.1388,86.48,65.84,17.69,68.00,7,Baker Bros Advisors; Deerfield Management; Opaleye Management; Orbimed Advisors; Palo Alto Investors; RA Capital Management; Sofinnova Investments,57.00,LOW,MODERATE,42.98,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
GLUE,91,46.28,0.6167,0.0493,1.2054,-0.087317,1,1.018500,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,none,early,small,True,92.75,60,1.5895,50.00,50.00,0,57.00,2,Baker Bros Advisors; Casdin Capital,59.00,MEDIUM,MODERATE,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.7
TECH,92,46.14,0.3068,0.0245,0.3925,-0.073130,2,1.13190000,good,def_mult_good_1.10; def_mult_momentum_bonus_1.05; def_mult_rsi_overbought_0.98,none,late,large,True,39.68,60,-0.0764,84.83,89.02,98.79,50.00,0,,58.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.7
TVTX,93,45.97,0.6365,0.0509,0.7066,-0.251490,2,1.00,neutral,def_skip_not_elite_vol,none,late,mid,True,35.34,60,-0.1086,50.00,50.00,0,66.00,4,Palo Alto Investors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,59.00,MEDIUM,MODERATE,44.06,ev_revenue,0.8000,50,unknown,,50,,20.0,uncrowded,72.0,diversified,0.83000,0.95,0.95,0.45,0.7
CRNX,94,45.79,0.6266,0.0501,0.6688,-0.082049,2,1.00,neutral,,none,late,mid,True,74.06,60,0.1689,98.00,80.39,39.31,63.90,6,Baker Bros Advisors; Cormorant Asset Management; EcoR1 Capital; Orbimed Advisors; RTW Investments,73.00,MEDIUM,MODERATE,22.51,mcap_per_trial,0.8000,50,unknown,,64.0,FT; ODD,100.0,highly_crowded,79.0,diversified,0.87500,0.95,0.95,0.65,0.7
TRVI,95,45.26,0.7187,0.0575,0.6685,-0.226535,3,0.9500,penalty,def_mult_momentum_penalty_0.95,none,mid,small,True,30.83,60,-0.1420,98.00,80.39,39.31,51.00,1,Opaleye Management,66.00,LOW,MODERATE,51.69,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,75.0,diversified,0.87000,0.95,0.95,0.65,0.7
JANX,96,45.21,0.9374,0.075,1.2694,-0.591249,1,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,none,early,small,True,7.25,60,-0.5851,50.00,50.00,0,65.10,6,Cormorant Asset Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management; Tang Capital Partners,48.00,MEDIUM,LOW,38.33,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.85,0.45,0.7
SLN,97,45.18,0.597,0.0478,0.6409,-0.298184,3,1.00,neutral,,none,mid,micro,True,7.25,60,-0.3924,50.00,50.00,0,50.00,0,,41.00,LOW,LOW,78.81,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.7
CABA,98,45.14,0.502,0.0402,1.3399,-0.213296,1,1.018500,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,sev1,early,micro,True,66.29,60,0.1207,50.00,50.00,0,50.00,4,Cormorant Asset Management; Opaleye Management,71.00,MEDIUM,MODERATE,81.67,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,66.0,focused,0.83000,0.95,0.95,0.45,0.7
BCYC,99,45.07,0.5776,0.0462,0.6162,-0.167286,3,1.00,neutral,,none,mid,small,True,7.25,60,-0.3207,73.70,57.61,20.07,58.00,2,Baker Bros Advisors; Palo Alto Investors,57.00,LOW,LOW,55.08,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
KMDA,100,44.97,-0.2643,-0.0211,0.3562,-0.027283,2,1.470000,elite,def_mult_elite_1.40; def_mult_momentum_bonus_1.05,none,late,small,True,49.62,60,-0.0028,50.00,50.00,0,50.00,0,,41.00,LOW,LOW,81.58,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,82.0,diversified,0.74000,0.65,0.95,0.45,0.7
IMTX,101,44.94,0.5584,0.0447,0.727473,-0.158382,2,1.00,neutral,,none,late,small,True,40.00,60,-0.0741,50.00,50.00,0,66.00,4,Baker Bros Advisors; Perceptive Advisors; RTW Investments; Sofinnova Investments,50,UNKNOWN,UNKNOWN,68.13,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
PACB,102,44.83,0.4836,0.0387,1.0113,-0.076779,2,1.018500,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,none,late,small,True,66.84,60,0.1247,50.00,50.00,0,54.00,1,Casdin Capital,65.00,LOW,MODERATE,75.15,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
CDNA,103,44.81,0.5394,0.0432,0.5165,-0.021170,1,1.00,neutral,def_skip_vol_too_high,none,early,small,True,77.60,60,0.1937,50.00,50.00,0,54.00,1,Palo Alto Investors,79.00,LOW,MODERATE,33.57,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
NRIX,104,44.80,0.53,0.0424,0.7197,-0.143922,3,1.00,neutral,,none,mid,small,True,84.98,60,0.2455,50.00,50.00,0,49.00,3,Baker Bros Advisors; Perceptive Advisors; Redmile Group,71.00,MEDIUM,MODERATE,24.58,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
CERS,105,44.65,0.4744,0.038,0.810917,-0.091241,2,1.018500,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,none,late,small,True,92.75,60,0.4507,50.00,50.00,0,54.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
CATX,106,44.34,0.5113,0.0409,0.7923,-0.100695,1,1.00,neutral,def_skip_not_elite_vol,none,early,micro,True,7.25,60,-0.3393,50.00,50.00,0,50.00,0,,59.00,MEDIUM,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
PTGX,107,44.08,0.4203,0.0336,0.6429,-0.136602,3,1.0300,neutral,def_skip_not_elite_vol; def_mult_rsi_oversold_1.03,none,mid,mid,True,46.92,60,-0.0228,50.00,50.00,0,57.90,4,Opaleye Management; Perceptive Advisors; RTW Investments,59.00,LOW,MODERATE,30.71,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83000,0.95,0.95,0.45,0.7
ROIV,108,43.64,0.239,0.0191,0.3407,-0.074128,3,1.1000,good,def_mult_good_1.10,none,mid,large,True,64.07,60,0.1042,50.00,50.00,0,62.00,3,Baker Bros Advisors; Perceptive Advisors; Sofinnova Investments,64.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.7
NAMS,109,43.54,0.4563,0.0365,0.4954,-0.232811,2,1.00,neutral,,none,late,mid,True,14.53,60,-0.2489,86.48,65.84,17.69,62.00,3,Cormorant Asset Management; RA Capital Management; Rock Springs Capital Management,65.00,LOW,LOW,40.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
AUPH,110,43.50,0.4472,0.0358,0.4141,-0.109957,2,1.00,neutral,def_skip_not_elite_vol,none,late,small,True,34.19,60,-0.1171,50.00,50.00,0,50.00,0,,59.00,LOW,LOW,67.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
CADL,111,42.88,0.4292,0.0343,0.6596,-0.105100,2,1.00,neutral,,none,late,small,True,23.09,60,-0.1888,50.00,50.00,0,50.00,2,,65.00,MEDIUM,HIGH,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
VCEL,112,42.66,0.2139,0.0171,0.4807,-0.140103,2,1.1000,good,def_mult_good_1.10,none,late,small,True,19.72,60,-0.2125,50.00,50.00,0,50.00,0,,71.00,LOW,MODERATE,29.29,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
ACAD,113,42.64,0.4025,0.0322,0.3548,-0.0517,2,1.00,neutral,,none,late,mid,True,29.76,60,-0.1499,68.00,57.97,34.55,59.00,5,Baker Bros Advisors; Palo Alto Investors; RTW Investments; Sofinnova Investments; Tang Capital Partners,65.00,LOW,LOW,55.00,ev_cfo,0.8000,31.39,strong,Takeda,73.0,FT; BTD; ODD,75.0,uncrowded,84.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.7
TENX,114,42.64,0.3586,0.0287,0.833364,-0.192666,2,1.018500,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,none,late,micro,True,92.75,60,0.7537,50.00,50.00,0,48.57,3,RTW Investments,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.7
BNTX,115,42.61,0.2898,0.0232,0.3086,0.000000,2,1.0500,neutral,def_mult_momentum_bonus_1.05,none,late,large,True,37.77,60,-0.0906,80.00,72.94,56.45,62.00,3,Baker Bros Advisors; Krensavage Asset Management; Palo Alto Investors,58.00,LOW,LOW,10.00,mcap_per_trial,0.8000,56.46,exceptional,Pfizer; Regeneron,50,,100.0,highly_crowded,86.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.7
KNSA,116,42.02,0.3849,0.0308,0.3477,-0.031586,2,1.00,neutral,,none,late,mid,True,43.65,60,-0.0470,98.00,80.39,39.31,54.00,1,Baker Bros Advisors,51.00,LOW,LOW,37.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,84.0,diversified,0.87000,0.95,0.95,0.65,0.7
ZLAB,117,42.02,0.1723,0.0138,0.3972,-0.351963,2,1.1000,good,def_mult_good_1.10; def_warn_drawdown_gt_30pct,none,late,small,True,7.25,60,-0.5676,80.00,70.60,48.68,58.00,2,RTW Investments; Rock Springs Capital Management,62.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.7
DYN,118,41.87,0.3674,0.0294,0.7655,-0.271464,1,1.00,neutral,,none,early,mid,True,18.53,60,-0.2209,50.00,50.00,0,63.70,13,Deep Track Capital; Ghost Tree Capital; Logos Global Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,69.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
RAPP,119,41.39,0.3413,0.0273,0.613,-0.177586,3,1.00,neutral,def_skip_not_elite_vol,none,mid,small,True,45.12,60,-0.0361,50.00,50.00,0,65.00,4,Baker Bros Advisors; Cormorant Asset Management; Perceptive Advisors; Sofinnova Investments,57.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.7
SGMT,120,41.26,0.3326,0.0266,0.6734,-0.334467,2,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,none,late,micro,True,7.25,60,-0.4727,50.00,50.00,0,51.43,4,Baker Bros Advisors,61.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.7
FATE,121,41.23,0.2306,0.0184,0.8890,-0.088889,3,1.04905500,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_rsi_oversold_1.03,none,mid,micro,True,36.95,60,-0.0967,50.00,50.00,0,54.29,4,Redmile Group; Tang Capital Partners,59.00,LOW,MODERATE,90.00,mcap_per_trial,0.8000,50,unknown,,68.0,RMAT; ODD,100.0,highly_crowded,84.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
DSGN,122,41.03,0.324,0.0259,0.7359,-0.002825,3,1.00,neutral,,none,mid,small,True,92.75,60,0.5700,50.00,50.00,0,60.00,3,Baker Bros Advisors; RA Capital Management; Tang Capital Partners,53.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
ARQT,123,40.92,0.3154,0.0252,0.727,-0.181090,2,1.00,neutral,,none,late,mid,True,46.49,60,-0.0260,50.00,50.00,0,58.90,3,Ally Bridge Group; Cormorant Asset Management,59.00,MEDIUM,MODERATE,25.25,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
PCRX,124,40.87,-0.2474,-0.0198,0.3370,-0.252624,2,1.330000,elite,def_mult_elite_1.40; def_mult_momentum_penalty_0.95,none,late,small,True,7.25,60,-0.3959,50.00,50.00,0,50.00,4,,78.00,MEDIUM,HIGH,86.43,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.7
ATXS,125,40.60,-0.3674,-0.0294,0.187,-0.046970,2,1.4000,elite,def_mult_elite_1.40,none,late,small,True,54.31,60,0.0319,50.00,50.00,0,56.00,2,Perceptive Advisors; Tang Capital Partners,54.00,LOW,LOW,51.17,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,76.0,diversified,0.83000,0.95,0.95,0.45,0.7
ARWR,126,40.58,0.2983,0.0239,0.7267,-0.065377,2,1.00,neutral,,none,late,mid,True,92.75,60,1.0073,70.04,55.43,21.34,55.71,4,Baker Bros Advisors,68.00,LOW,LOW,26.43,ev_cfo,0.8000,51.05,exceptional,Janssen; Takeda,64.0,FT; ODD,100.0,highly_crowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
BCRX,127,40.40,0.2728,0.0218,0.4141,-0.146465,2,1.00,neutral,,none,late,small,True,7.25,60,-0.3558,50.00,50.00,0,57.20,4,Deerfield Management; Orbimed Advisors; Tang Capital Partners,73.00,MEDIUM,MODERATE,39.29,ev_cfo,0.8000,50,unknown,,50,,100.0,crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
ARCT,128,40.34,0.1806,0.0144,1.1649,-0.250752,2,1.04905500,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_rsi_oversold_1.03,none,late,micro,True,7.25,60,-0.4034,50.00,50.00,0,50.00,0,,84.00,HIGH,HIGH,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
MDGL,129,40.26,0.2643,0.0211,0.4350,-0.176733,2,1.00,neutral,,none,late,large,True,45.41,60,-0.0340,73.52,59.37,26.36,71.10,11,Ally Bridge Group; Baker Bros Advisors; EcoR1 Capital; RTW Investments; Rock Springs Capital Management; Sectoral Asset Management,73.00,MEDIUM,MODERATE,11.99,mcap_per_trial,0.8000,50,unknown,,67.0,FT; BTD,100.0,highly_crowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.7
EPRX,130,40.14,0.2223,0.0178,0.6009,-0.0272,3,1.029000,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_mult_rsi_overbought_0.98,none,mid,small,True,79.67,60,0.2082,50.00,50.00,0,59.20,3,Great Point Partners; Logos Global Management,44.00,LOW,LOW,48.31,mcap_per_trial,0.8000,50,unknown,,50,,25.0,uncrowded,64.0,focused,0.80500,0.95,0.85,0.45,0.7
MAZE,131,40.13,0.2559,0.0205,0.5761,-0.073377,3,1.00,neutral,def_skip_vol_too_high,none,mid,mid,True,92.75,60,0.5911,50.00,50.00,0,57.14,5,Casdin Capital; Deep Track Capital; Logos Global Management,55.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,46.0,concentrated,0.74500,0.95,0.85,0.45,0.7
